,termid,term,results,time,lang,top,wiki_top,google_widget,map_widget,videos,video_count,recipe,people_ask,people_ask_count,dict,top_stories,top_stories_count,original_name,page_score
40,42,mRNA,869000,49,ru,<U+041C><U+0430><U+0442><U+0440><U+0438><U+0447><U+043D><U+0430><U+044F> <U+0420><U+041D><U+041A> - <U+0412><U+0438><U+043A><U+0438><U+043F><U+0435><U+0434><U+0438><U+044F>,1,1,0,,0,0,"COVID-19<U+0427><U+0430><U+0441><U+0442><U+043E> <U+0437><U+0430><U+0434><U+0430><U+0432><U+0430><U+0435><U+043C><U+044B><U+0435> <U+0432><U+043E><U+043F><U+0440><U+043E><U+0441><U+044B><U+041A><U+0430><U+043A><U+0438><U+0435> <U+043C><U+043E><U+0433><U+0443><U+0442> <U+0431><U+044B><U+0442><U+044C> <U+043F><U+043E><U+0431><U+043E><U+0447><U+043D><U+044B><U+0435> <U+044D><U+0444><U+0444><U+0435><U+043A><U+0442><U+044B> <U+043F><U+043E><U+0441><U+043B><U+0435> <U+0432><U+0430><U+043A><U+0446><U+0438><U+043D><U+0430><U+0446><U+0438><U+0438> <U+043E><U+0442> COVID-19, <U+0421><U+043E><U+0434><U+0435><U+0440><U+0436><U+0438><U+0442> <U+043B><U+0438> <U+0432><U+0430><U+043A><U+0446><U+0438><U+043D><U+0430> «<U+0413><U+0430><U+043C>-<U+041A><U+041E><U+0412><U+0418><U+0414>-<U+0412><U+0430><U+043A>» <U+043A><U+043E><U+0440><U+043E><U+043D><U+0430><U+0432><U+0438><U+0440><U+0443><U+0441>, <U+0427><U+0435><U+0440><U+0435><U+0437> <U+0441><U+043A><U+043E><U+043B><U+044C><U+043A><U+043E> <U+0444><U+043E><U+0440><U+043C><U+0438><U+0440><U+0443><U+0435><U+0442><U+0441><U+044F> <U+0438><U+043C><U+043C><U+0443><U+043D><U+0438><U+0442><U+0435><U+0442> <U+043F><U+043E><U+0441><U+043B><U+0435> <U+043F><U+0440><U+0438><U+0432><U+0438><U+0432><U+043A><U+0438> <U+0413><U+0430><U+043C>-<U+041A><U+041E><U+0412><U+0418><U+0414>-<U+0412><U+0430><U+043A>, <U+041A><U+0430><U+043A><U+0438><U+0435> <U+043C><U+043E><U+0433><U+0443><U+0442> <U+0431><U+044B><U+0442><U+044C> <U+043F><U+0440><U+043E><U+0442><U+0438><U+0432><U+043E><U+043F><U+043E><U+043A><U+0430><U+0437><U+0430><U+043D><U+0438><U+044F> <U+043A> <U+0432><U+0430><U+043A><U+0446><U+0438><U+043D><U+0430><U+0446><U+0438><U+0438> <U+043F><U+0440><U+043E><U+0442><U+0438><U+0432> COVID-19",1,0,,0,<U+043C><U+0420><U+041D><U+041A>,5.714285714
41,43,genome,716000,0.5,ar,<U+0639><U+0644><U+0645> <U+0627><U+0644><U+062C><U+064A><U+0646><U+0648><U+0645> - <U+0648><U+064A><U+0643><U+064A><U+0628><U+064A><U+062F><U+064A><U+0627>,1,1,0,"<U+0644><U+0645><U+0627><U+0630><U+0627> <U+064A><U+063A><U+064A><U+0628> <U+0623><U+0631><U+0628><U+0639><U+0645><U+0626><U+0629> <U+0645><U+0644><U+064A><U+0648><U+0646> <U+0639><U+0631><U+0628><U+064A> <U+0639><U+0646> <U+062E><U+0631><U+0627><U+0626><U+0637> <U+0627><U+0644><U+062C><U+064A><U+0646><U+0648><U+0645> <U+0627><U+0644><U+0639><U+0627><U+0644><U+0645><U+064A><U+0629>.. <U+0634><U+0627><U+0647><U+062F> ...YouTube · AlJazeera Channel <U+0642><U+0646><U+0627><U+0629> <U+0627><U+0644><U+062C><U+0632><U+064A><U+0631><U+0629>08<U+200F>/10<U+200F>/2020, <U+0647><U+0630><U+0627> <U+0627><U+0644><U+0635><U+0628><U+0627><U+062D>| <U+062F>. <U+0645><U+062D><U+0645><U+062F> <U+062E><U+0636><U+0631> <U+064A><U+0648><U+0636><U+062D> <U+0645><U+0627> <U+0647><U+0648> <U+0645><U+0634><U+0631><U+0648><U+0639> <U+0627><U+0644><U+062C><U+064A><U+0646><U+0648><U+0645> <U+0627><U+0644><U+0628><U+0634><U+0631><U+064A> !!YouTube · eXtra news24<U+200F>/02<U+200F>/2018, <U+0646><U+0634><U+0631><U+0629> <U+0627><U+0644><U+0631><U+0627><U+0628><U+0639><U+0629> | <U+062A><U+0639><U+0631><U+0641> <U+0639><U+0644><U+0649> <U+0642><U+0635><U+0629> <U+0646><U+062C><U+0627><U+062D> <U+0627><U+0644><U+062C><U+064A><U+0646><U+0648><U+0645> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A>.. <U+0627><U+0644><U+0623><U+0643><U+0628><U+0631> <U+0641><U+064A> ...YouTube · AlArabiya <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>27<U+200F>/10<U+200F>/2020",1,0,,1,0,,0,<U+0627><U+0644><U+062C><U+064A><U+0646><U+0648><U+0645>,5.714285714
42,43,genome,2.28E+08,0.54,en,National Human Genome Research Institute Home | NHGRI,0,1,0,"What is a genome?YouTube · Genomics Education ProgrammeOct 24, 2018, An Introduction to the Human Genome | HMX GeneticsYouTube · Harvard UniversityMay 19, 2017, DNA, genes and genomesYouTube · Garvan Institute of Medical ResearchFeb 26, 2019",1,0,"People also askWhat is a genome simple definition, What is a genome vs DNA, Is genome just DNA, What is genome in biology",1,1,,0,genome,5.714285714
43,43,genome,60100,0.48,hw,<U+05D2><U+05E0><U+05D5><U+05DD> - <U+05D5><U+05D9><U+05E7><U+05D9><U+05E4><U+05D3><U+05D9><U+05D4>,1,1,0,"<U+05D4><U+05D2><U+05E0><U+05D5><U+05DD> <U+05D5><U+05EA><U+05DB><U+05E0><U+05D9><U+05EA> <U+05D4><U+05D2><U+05E0><U+05D5><U+05DD> <U+05D4><U+05D0><U+05E0><U+05D5><U+05E9><U+05D9>YouTube · TAUVOD14 <U+05D1><U+05E1><U+05E4><U+05D8><U+05F3> 2010, <U+05E8><U+05D9><U+05E6><U+05D5><U+05E3> <U+05D4><U+05D2><U+05E0><U+05D5><U+05DD>YouTube · <U+05DE><U+05DB><U+05D5><U+05DF> <U+05D3><U+05D5><U+05D9><U+05D3><U+05E1><U+05D5><U+05DF> - <U+05E1><U+05E8><U+05D8><U+05D5><U+05E0><U+05D9> <U+05DE><U+05D3><U+05E2>15 <U+05D1><U+05E1><U+05E4><U+05D8><U+05F3> 2010, <U+05D4><U+05E9><U+05E4><U+05E2><U+05EA> <U+05E4><U+05E8><U+05D5><U+05D9><U+05E7><U+05D8> <U+05D2><U+05E0><U+05D5><U+05DD> <U+05D4><U+05D0><U+05D3><U+05DD> <U+05E2><U+05DC> <U+05D4><U+05E8><U+05E4><U+05D5><U+05D0><U+05D4> <U+05D5><U+05D4><U+05D7><U+05D1><U+05E8><U+05D4>YouTube · Hebrew University of Jerusalem17 <U+05D1><U+05D9><U+05E0><U+05D5><U+05F3> 2011",1,0,,1,0,,0,<U+05D2><U+05E0><U+05D5><U+05DD>,4.285714286
44,43,genome,7560000,58,ru,<U+0413><U+0435><U+043D><U+043E><U+043C> - <U+0412><U+0438><U+043A><U+0438><U+043F><U+0435><U+0434><U+0438><U+044F>,1,1,1,"<U+0413><U+0435><U+043D><U+043E><U+043C> — <U+0441><U+043C><U+043E><U+0442><U+0440><U+0435><U+0442><U+044C> <U+043E><U+043D><U+043B><U+0430><U+0439><U+043D> <U+0432> <U+0445><U+043E><U+0440><U+043E><U+0448><U+0435><U+043C> <U+043A><U+0430><U+0447><U+0435><U+0441><U+0442><U+0432><U+0435> — <U+041A><U+0438><U+043D><U+043E><U+043F><U+043E><U+0438><U+0441><U+043A><U+041A><U+0438><U+043D><U+043E><U+043F><U+043E><U+0438><U+0441><U+043A>24 <U+0438><U+044E><U+043D>. 2021 <U+0433>., <U+0427><U+0442><U+043E> <U+0442><U+0430><U+043A><U+043E><U+0435> <U+0433><U+0435><U+043D><U+043E><U+043C> <U+0438> <U+0434><U+0440><U+0443><U+0433><U+0438><U+0435> <U+0432><U+043E><U+043F><U+0440><U+043E><U+0441><U+044B> <U+041C><U+0438><U+0445><U+0430><U+0438><U+043B><U+0443> <U+0413><U+0435><U+043B><U+044C><U+0444><U+0430><U+043D><U+0434><U+0443>YouTube · <U+042F><U+043D><U+0434><U+0435><U+043A><U+0441>21 <U+0444><U+0435><U+0432><U+0440>. 2017 <U+0433>., <U+0414><U+041D><U+041A>: <U+043A><U+0430><U+043A> <U+043A><U+0430><U+0437><U+0430><U+0445><U+0441><U+0442><U+0430><U+043D><U+0441><U+043A><U+0438><U+0435> <U+0443><U+0447><U+0451><U+043D><U+044B><U+0435> <U+0438><U+0437><U+0443><U+0447><U+0430><U+044E><U+0442> <U+0433><U+0435><U+043D><U+043E><U+043C> <U+0447><U+0435><U+043B><U+043E><U+0432><U+0435><U+043A><U+0430> ...YouTube · <U+0422><U+0435><U+043B><U+0435><U+043A><U+0430><U+043D><U+0430><U+043B> <U+0425><U+0430><U+0431><U+0430><U+0440> 2419 <U+044F><U+043D><U+0432>. 2021 <U+0433>.",1,0,"<U+041F><U+043E><U+0445><U+043E><U+0436><U+0438><U+0435> <U+0437><U+0430><U+043F><U+0440><U+043E><U+0441><U+044B><U+0427><U+0442><U+043E> <U+0442><U+0430><U+043A><U+043E><U+0435> <U+0433><U+0435><U+043D><U+043E><U+043C> <U+043F><U+0440><U+043E><U+0441><U+0442><U+044B><U+043C><U+0438> <U+0441><U+043B><U+043E><U+0432><U+0430><U+043C><U+0438>, <U+0427><U+0442><U+043E> <U+0442><U+0430><U+043A><U+043E><U+0435> <U+0433><U+0435><U+043D><U+043E><U+043C> <U+0438> <U+0433><U+0435><U+043D><U+043E><U+0442><U+0438><U+043F>, <U+0412> <U+0447><U+0435><U+043C> <U+0440><U+0430><U+0437><U+043D><U+0438><U+0446><U+0430> <U+043C><U+0435><U+0436><U+0434><U+0443> <U+0414><U+041D><U+041A> <U+0438> <U+0433><U+0435><U+043D><U+043E><U+043C>, <U+0421><U+043A><U+043E><U+043B><U+044C><U+043A><U+043E> <U+0433><U+0435><U+043D><U+043E><U+043C><U+043E><U+0432> <U+0443> <U+0447><U+0435><U+043B><U+043E><U+0432><U+0435><U+043A><U+0430>",1,0,,0,<U+0433><U+0435><U+043D><U+043E><U+043C>,4.285714286
45,44,Mars,11200000,0.83,ar,<U+0627><U+0644><U+0645><U+0631><U+064A><U+062E> - <U+0648><U+064A><U+0643><U+064A><U+0628><U+064A><U+062F><U+064A><U+0627>,1,1,0,"<U+0627><U+0644><U+0645><U+0631><U+064A><U+062E> <U+0644><U+064A><U+0633> <U+0643><U+0645><U+0627> <U+062A><U+0648><U+0642><U+0639><U+0646><U+0627>..<U+0645><U+0631><U+0643><U+0628><U+0629> <U+0644><U+0646><U+0627><U+0633><U+0627> <U+062A><U+0643><U+0634><U+0641> <U+0645><U+0639><U+0644><U+0648><U+0645><U+0627><U+062A> <U+062C><U+062F><U+064A><U+062F><U+0629> <U+0639><U+0646> ...CNN Arabic31<U+200F>/07<U+200F>/2021, <U+0647><U+0644> <U+062A><U+0631><U+064A><U+062F> <U+0623><U+0646> <U+062A><U+0639><U+064A><U+0634> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0645><U+0631><U+064A><U+062E><U+061F> <U+0634><U+0627><U+0647><U+062F> <U+0645><U+062E><U+0637><U+0637> <U+0623><U+0648><U+0644> <U+0645><U+062F><U+064A><U+0646><U+0629> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0643><U+0648><U+0643><U+0628> ...YouTube · <U+0633><U+0643><U+0627><U+064A> <U+0646><U+064A><U+0648><U+0632> <U+0639><U+0631><U+0628><U+064A><U+0629>23<U+200F>/03<U+200F>/2021, <U+0646><U+0627><U+0626><U+0628> <U+0631><U+0626><U+064A><U+0633> <U+0627><U+0644><U+0645><U+0631><U+064A><U+062E> <U+0627><U+0644><U+0633><U+0648><U+062F><U+0627><U+0646><U+064A>: <U+063A><U+064A><U+0631> <U+0631><U+0627><U+0636> <U+0639><U+0646> <U+0623><U+062F><U+0627><U+0621> <U+0627><U+0644><U+0623><U+0647><U+0644><U+064A>..<U+0648><U+0625><U+0630><U+0627> <U+0641><U+062A><U+062D> ...YouTube · ONTime Sports<U+0642><U+0628><U+0644> 15 <U+0633><U+0627><U+0639><U+0629>",1,0,,0,0,"<U+0631><U+0626><U+064A><U+0633> <U+0627><U+0644><U+0645><U+0631><U+064A><U+062E> <U+0644><U+0640> <U+0641><U+064A> <U+0627><U+0644><U+062C><U+0648><U+0644>: <U+0646><U+0631><U+0641><U+0636> <U+062A><U+0648><U+0635><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0642><U+0637><U+0627><U+0639> <U+0627><U+0644><U+0631><U+064A><U+0627><U+0636><U+064A>.. <U+0646><U+062F><U+0639><U+0645> <U+0643><U+0644><U+0627><U+0631><U+0643> <U+0642><U+0628><U+0644> <U+0645><U+0648><U+0627><U+062C><U+0647><U+0629> 
<U+0627><U+0644><U+0623><U+0647><U+0644><U+064A><U+0642><U+0628><U+0644> 3 <U+0633><U+0627><U+0639><U+0627><U+062A><U+0627><U+0644><U+0623><U+0647><U+0644><U+064A> <U+064A><U+062A><U+0627><U+0628><U+0639> <U+0645><U+062D><U+0627><U+0648><U+0644><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0631><U+064A><U+062E> <U+0644><U+062D><U+0636><U+0648><U+0631> <U+0627><U+0644><U+062C><U+0645><U+0627><U+0647><U+064A><U+0631> <U+0641><U+0649> <U+0645><U+0628><U+0627><U+0631><U+0627><U+0629> <U+0627><U+0644><U+062C><U+0645><U+0639><U+0629> <U+0628><U+062F><U+0648><U+0631><U+064A> <U+0627><U+0644><U+0623><U+0628><U+0637><U+0627><U+0644><U+0642><U+0628><U+0644> 52 <U+062F><U+0642><U+064A><U+0642><U+0629><U+062F><U+0648><U+0631><U+064A> <U+0623><U+0628><U+0637><U+0627><U+0644> <U+0625><U+0641><U+0631><U+064A><U+0642><U+064A><U+0627> - <U+0645><U+0648><U+0639><U+062F> <U+0645><U+0628><U+0627><U+0631><U+0627><U+0629> <U+0627><U+0644><U+0623><U+0647><U+0644><U+064A> <U+0645><U+0639> <U+0627><U+0644><U+0645><U+0631><U+064A><U+062E>.. <U+0627><U+0644><U+0642><U+0646><U+0648><U+0627><U+062A> <U+0627><U+0644><U+0646><U+0627><U+0642><U+0644><U+0629><U+0642><U+0628><U+0644> 21 <U+0633><U+0627><U+0639><U+0629><U+0645><U+0648><U+0633><U+064A><U+0645><U+0627><U+0646><U+064A> <U+064A><U+062F><U+0631><U+0633> <U+0625><U+0639><U+0627><U+062F><U+0629> <U+0623><U+062D><U+0645><U+062F> <U+0639><U+0628><U+062F> <U+0627><U+0644><U+0642><U+0627><U+062F><U+0631> <U+0644><U+062A><U+0634><U+0643><U+064A><U+0644> <U+0627><U+0644><U+0623><U+0647><U+0644><U+064A> <U+0623><U+0645><U+0627><U+0645> <U+0627><U+0644><U+0645><U+0631><U+064A><U+062E> <U+0627><U+0644><U+0633><U+0648><U+062F><U+0627><U+0646><U+0649><U+0642><U+0628><U+0644> 5 <U+0633><U+0627><U+0639><U+0627><U+062A>",1,<U+0627><U+0644><U+0645><U+0631><U+064A><U+062E>,4
46,44,Mars,9.52E+08,0.5,en,NASA Mars Exploration,0,1,0,"Watch NASA's Perseverance Rover Land on Mars!YouTube · NASAFeb 18, 2021, Perseverance Rover's Descent and Touchdown on Mars ...YouTube · NASAFeb 22, 2021, See Mars Like Never Before! NASA's Perseverance Rover ...YouTube · NASAFeb 22, 2021",1,0,"People also askCan humans live on Mars, What are 5 facts about Mars, Is Mars Hot or cold, Why is Mars so important",1,0,"Space.comCould Mars ever have supported life? This NASA challenge wants your help to 
find out2 days agoAfter ‘Czars On The Mars’, China Compete With The US For Space Dominance; 
Sets 2030 Deadline For The Martian Mission1 day agoSnopes.comDoes This Photo Show a Hole Drilled on Mars?22 hours agoSciTechDailyNASA's Mars Perseverance Rover Picks Up an Unwanted Hitchhiker1 day ago",1,Mars,4.285714286
47,44,Mars,556000,0.4,hw,<U+05DE><U+05D0><U+05D3><U+05D9><U+05DD> - <U+05D5><U+05D9><U+05E7><U+05D9><U+05E4><U+05D3><U+05D9><U+05D4>,1,1,0,"<U+05D4><U+05DE><U+05E1><U+05E2> <U+05DC><U+05D7><U+05D9><U+05E4><U+05D5><U+05E9> <U+05D7><U+05D9><U+05D9><U+05DD>: <U+05E8><U+05DB><U+05D1> <U+05D7><U+05DC><U+05DC> <U+05D9><U+05E0><U+05D7><U+05EA> <U+05D4><U+05D9><U+05D5><U+05DD> <U+05E2><U+05DC> <U+05DE><U+05D0><U+05D3><U+05D9><U+05DD>YouTube · ynet18 <U+05D1><U+05E4><U+05D1><U+05E8><U+05F3> 2021, <U+05D0><U+05D7><U+05E8><U+05D9> 7 <U+05D7><U+05D5><U+05D3><U+05E9><U+05D9> <U+05DE><U+05E1><U+05E2>: <U+05E8><U+05DB><U+05D1> <U+05D7><U+05DC><U+05DC> <U+05E9><U+05DC> <U+05E0><U+05D0><U+05E1>""<U+05D0> <U+05E0><U+05D7><U+05EA> <U+05E2><U+05DC> <U+05DE><U+05D0><U+05D3><U+05D9><U+05DD> – <U+05D5><U+05E1><U+05D9><U+05E4><U+05E7> <U+05EA><U+05DE><U+05D5><U+05E0><U+05D5><U+05EA> ...YouTube · <U+05DB><U+05D0><U+05DF> <U+05D7><U+05D3><U+05E9><U+05D5><U+05EA>20 <U+05D1><U+05E4><U+05D1><U+05E8><U+05F3> 2021, <U+05D4><U+05DE><U+05E1><U+05D5><U+05E7> <U+05E9><U+05D0><U+05DE><U+05D5><U+05E8> <U+05DC><U+05E8><U+05D7><U+05E3> <U+05DE><U+05E2><U+05DC> <U+05E4><U+05E0><U+05D9> <U+05DB><U+05D5><U+05DB><U+05D1> <U+05D4><U+05DC><U+05DB><U+05EA> <U+05DE><U+05D0><U+05D3><U+05D9><U+05DD>YouTube · <U+05DB><U+05D0><U+05DF> <U+05D7><U+05D3><U+05E9><U+05D5><U+05EA>30 <U+05D1><U+05D9><U+05D5><U+05DC><U+05D9> 2020",1,0,,0,0,,0,<U+05DE><U+05D0><U+05D3><U+05D9><U+05DD>,4.285714286
48,44,Mars,15800000,73,ru,<U+041C><U+0430><U+0440><U+0441> - <U+0412><U+0438><U+043A><U+0438><U+043F><U+0435><U+0434><U+0438><U+044F>,1,1,0,"<U+041C><U+0430><U+0440><U+0441> – <U+043C><U+0430><U+0448><U+0438><U+043D><U+0430> <U+0432><U+0440><U+0435><U+043C><U+0435><U+043D><U+0438>YouTube · <U+0420><U+043E><U+0441><U+043A><U+043E><U+0441><U+043C><U+043E><U+0441> <U+0422><U+0412>18 <U+043C><U+0430><U+044F> 2018 <U+0433>., <U+041C><U+0430><U+0440><U+0441> <U+0432><U+044B><U+0441><U+043E><U+043A><U+043E><U+0439> <U+0447><U+0435><U+0442><U+043A><U+043E><U+0441><U+0442><U+0438>: <U+041A><U+0438><U+0442><U+0430><U+0439> <U+043F><U+043E><U+043A><U+0430><U+0437><U+0430><U+043B> <U+0441><U+043D><U+0438><U+043C><U+043A><U+0438> <U+043C><U+0438><U+0441><U+0441><U+0438><U+0438> ...YouTube · <U+0420><U+0411><U+041A>4 <U+043C><U+0430><U+0440>. 2021 <U+0433>., <U+041C><U+0430><U+0440><U+0441> — <U+0441><U+043B><U+0435><U+0434><U+0443><U+044E><U+0449><U+0430><U+044F> <U+0417><U+0435><U+043C><U+043B><U+044F> | <U+0414><U+0415><U+0422><U+0410><U+041B><U+0418>YouTube · <U+041D><U+0430><U+0441><U+0442><U+043E><U+044F><U+0449><U+0435><U+0435> <U+0412><U+0440><U+0435><U+043C><U+044F>17 <U+0438><U+044E><U+043D>. 2019 <U+0433>.",1,0,"<U+041F><U+043E><U+0445><U+043E><U+0436><U+0438><U+0435> <U+0437><U+0430><U+043F><U+0440><U+043E><U+0441><U+044B><U+0421><U+043A><U+043E><U+043B><U+044C><U+043A><U+043E> <U+043B><U+0435><U+0442><U+0435><U+0442><U+044C> <U+0441> <U+0417><U+0435><U+043C><U+043B><U+0438> <U+0434><U+043E> <U+041C><U+0430><U+0440><U+0441><U+0430>, <U+041A><U+0430><U+043A> <U+0434><U+044B><U+0448><U+0430><U+0442><U+044C> <U+043D><U+0430> <U+041C><U+0430><U+0440><U+0441><U+0435>, <U+041A><U+0430><U+043A><U+043E><U+0439> <U+0446><U+0432><U+0435><U+0442> <U+041C><U+0430><U+0440><U+0441><U+0430> <U+043D><U+0430> <U+0441><U+0430><U+043C><U+043E><U+043C> <U+0434><U+0435><U+043B><U+0435>, <U+0427><U+0442><U+043E> <U+0437><U+0430> <U+0431><U+043E><U+0433> <U+041C><U+0430><U+0440><U+0441>",1,0,,0,<U+041C><U+0430><U+0440><U+0441>,5.714285714
49,45,asteroids,424000,0.39,ar,<U+0643><U+0648><U+064A><U+0643><U+0628> - <U+0648><U+064A><U+0643><U+064A><U+0628><U+064A><U+062F><U+064A><U+0627>,1,1,0,"<U+062D><U+0632><U+0627><U+0645> <U+0627><U+0644><U+0643><U+0648><U+064A><U+0643><U+0628><U+0627><U+062A>YouTube · <U+0639><U+0634><U+0648><U+0627><U+0626><U+064A><U+0627><U+062A>01<U+200F>/08<U+200F>/2018, <U+0623><U+0633><U+0631><U+0627><U+0631> <U+0627><U+0644><U+0645><U+062C><U+0645><U+0648><U+0639><U+0629> <U+0627><U+0644><U+0634><U+0645><U+0633><U+064A><U+0629> - 5 <U+0627><U+0644><U+0643><U+0648><U+064A><U+0643><U+0628><U+0627><U+062A> <U+0648><U+0627><U+0644><U+0645><U+0630><U+0646><U+0628><U+0627><U+062A>YouTube · Al Jazeera Documentary <U+0627><U+0644><U+062C><U+0632><U+064A><U+0631><U+0629> <U+0627><U+0644><U+0648><U+062B><U+0627><U+0626><U+0642><U+064A><U+0629>06<U+200F>/09<U+200F>/2021, <U+0645><U+0642><U+0627><U+0631><U+0646><U+0629> <U+062D><U+062C><U+0645> <U+0627><U+0644><U+0643><U+0648><U+064A><U+0643><U+0628><U+0627><U+062A> <U+0627><U+0644><U+0642><U+0631><U+064A><U+0628><U+0629> <U+0645><U+0646> <U+0643><U+0648><U+0643><U+0628> <U+0627><U+0644><U+0623><U+0631><U+0636>YouTube · <U+0627><U+0644><U+062C><U+0627><U+0646><U+0628> <U+0627><U+0644><U+0645><U+064F><U+0634><U+0631><U+0642> | Bright Side Arabic14<U+200F>/05<U+200F>/2020",1,0,,0,0,,0,<U+0627><U+0644><U+0643><U+0648><U+064A><U+0643><U+0628><U+0627><U+062A>,4.285714286
50,45,asteroids,66400000,0.52,en,Overview | Asteroids - NASA Solar System Exploration,0,1,0,"These are the asteroids to worry aboutYouTube · VeritasiumNov 30, 2020, Near-Earth Asteroid 2022 ES3 very close encounter: online ...YouTube · The Virtual Telescope Project18 hours ago, What Are Asteroids And Where Do They Come From?YouTube · Science ABCJul 13, 2020",1,0,"People also askWill an asteroid hit Earth, What exactly is an asteroid, What asteroid is most likely to hit Earth, How close is the asteroid coming to Earth",1,0,"Space.comAn asteroid the size of a bus flies by Earth today and you can watch it 
live online1 day agoAsteroid impacts Earth just two hours after it was discovered1 day agoMassive asteroid crashes into Earth as 3 more whizz past at tremendous 
speed – All you need to know1 day agoEarthSkyAsteroid discovered hours before Earth impact1 day agoThe Reykjavik GrapevineFrom Iceland — Asteroid Explodes Just North Of Iceland1 hour ago",1,asteroids,5.714285714
51,45,asteroids,102000,0.35,hw,<U+05D0><U+05E1><U+05D8><U+05E8><U+05D5><U+05D0><U+05D9><U+05D3> - <U+05D5><U+05D9><U+05E7><U+05D9><U+05E4><U+05D3><U+05D9><U+05D4>,1,1,0,"<U+05DE><U+05D5><U+05DE><U+05D7><U+05D4> <U+05DE><U+05E1><U+05D1><U+05D9><U+05E8>: <U+05D4><U+05D0><U+05DD> <U+05D0><U+05E1><U+05D8><U+05E8><U+05D5><U+05D0><U+05D9><U+05D3> <U+05D9><U+05EA><U+05E0><U+05D2><U+05E9> <U+05D1><U+05DB><U+05D3><U+05D5><U+05E8> <U+05D4><U+05D0><U+05E8><U+05E5>?YouTube · ynet25 <U+05D1><U+05D0><U+05D5><U+05D2><U+05F3> 2020, <U+05E4><U+05EA><U+05E8><U+05D5><U+05DF> <U+05DC><U+05D7><U+05D9><U+05D3><U+05D4> - <U+05D0><U+05E1><U+05D8><U+05E8><U+05D5><U+05D0><U+05D9><U+05D3>YouTube · <U+05DE><U+05E9><U+05E8><U+05D3> <U+05D4><U+05D7><U+05D3><U+05E9><U+05E0><U+05D5><U+05EA>, <U+05D4><U+05DE><U+05D3><U+05E2> <U+05D5><U+05D4><U+05D8><U+05DB><U+05E0><U+05D5><U+05DC><U+05D5><U+05D2><U+05D9><U+05D4>31 <U+05D1><U+05D9><U+05E0><U+05D5><U+05F3> 2021, <U+05D4><U+05D0><U+05E1><U+05D8><U+05E8><U+05D5><U+05D0><U+05D9><U+05D3> <U+05D0><U+05E4><U+05D5><U+05E4><U+05D9><U+05E1>: <U+05DE><U+05D4> <U+05E9><U+05E2><U+05DC><U+05D9><U+05DB><U+05DD> <U+05DC><U+05D3><U+05E2><U+05EA>YouTube · <U+05DE><U+05DB><U+05D5><U+05DF> <U+05D3><U+05D5><U+05D9><U+05D3><U+05E1><U+05D5><U+05DF> - <U+05E1><U+05E8><U+05D8><U+05D5><U+05E0><U+05D9> <U+05DE><U+05D3><U+05E2>4 <U+05D1><U+05DE><U+05E8><U+05E5> 2011",1,0,<U+05D1><U+05E1><U+05E8><U+05D8><U+05D5><U+05DF> <U+05D4><U+05D6><U+05D4>What is the meaning of Apophis,1,0,,0,<U+05D0><U+05E1><U+05D8><U+05E8><U+05D5><U+05D0><U+05D9><U+05D3>,4.285714286
